1255209188 1 0
1255209455 2 0
1255215296 3 0
1255373922 4 0
1255374143 5 0
1255557222 6 0
1255559244 7 0
1255645823 8 0
1255809833 9 0
1255810803 10 0
1255811261 11 0
1255814034 12 0
1255815334 13 0
1255816670 14 0
1255985253 15 0
1255991552 16 0
1255998555 17 0
1255999381 18 0
1256000004 19 0
1256156426 20 0
1256157907 21 0
1256158641 22 0
1256159188 23 0
1256160384 24 0
1256244869 25 0
1256248104 26 0
1256335747 27 0
1256336176 28 0
1256336957 29 0
1256377344 30 0
1256383417 31 0
1256417511 32 0
1256419937 33 0
1256420438 34 0
1256509616 35 0
1256510069 36 0
1256833684 37 0
1256833789 38 0
1256843456 39 0
1256849409 40 0
1256850080 41 0
1256853234 42 0
1256853574 43 0
1256854816 44 0
1256855028 45 0
1257373736 46 0
1257374338 47 0
1257453341 48 0
1257458249 49 0
1257629380 50 0
1257630306 51 0
1257630776 52 0
1257633668 53 0
1258218357 54 0
1258927819 55 0
1259009055 56 0
1259356223 57 0
1259358458 58 0
1259358820 59 0
1259364252 60 0
1259531543 61 0
1259532071 62 0
1259532740 63 0
1259533225 64 0
1259535795 65 0
1259536157 66 0
1259537157 67 0
1259615255 68 0
1259709951 69 0
1259711157 70 0
1259712195 71 0
1259847166 72 0
1259859430 73 0
1259880171 74 0
1259881912 75 0
1259882538 76 0
1259882855 77 0
1259969832 78 0
1259970243 79 0
1261428374 80 0
1265034316 80 1
1266965704 81 1
1267750915 82 1
1267751842 83 1
1267923580 84 1
1267923638 85 1
1267924693 86 1
1267925457 87 1
1267995947 88 1
1267996636 89 1
1268435579 90 1
1268847258 91 1
1268848396 92 1
1268858328 93 1
1269296825 94 1
1269299582 95 1
1269385929 96 1
1269638887 97 1
1269639665 98 1
1269639773 99 1
1269647577 100 1
1269975772 101 1
1269983590 102 1
1269983967 103 1
1270032178 104 1
1270074112 105 1
1270543120 106 1
1270632085 107 1
1270633425 108 1
1270648764 109 1
1270649608 110 1
1270651719 111 1
1270710085 112 1
1270714692 113 1
1270800509 114 1
1271193422 115 1
1271197834 116 1
1271249418 117 1
1271281872 118 1
1271284017 119 1
1271284622 120 1
1271285069 121 1
1271368769 122 1
1271423079 123 1
1271423533 124 1
1271425269 125 1
1271426247 126 1
1271431577 127 1
1271436323 128 1
1271457341 129 1
1271505205 130 1
1271543579 131 1
1271544321 132 1
1271591297 133 1
1271714159 134 1
1271778338 135 1
1271778540 136 1
1271778915 137 1
1271802821 138 1
1274824634 139 1
1274944743 140 1
1275254998 141 1
1275302880 142 1
1275347477 143 1
1275401885 144 1
1275402326 145 1
1275402966 146 1
1276610056 147 1
1277845991 148 1
1278513272 149 1
1280047900 150 1
1280051042 151 1
1280051765 152 1
1280052010 153 1
1280052215 154 1
1280236285 155 1
1280253722 156 1
1280415062 157 1
1282177598 158 1
1282244021 159 1
1282254423 160 1
1282325391 161 1
1282331694 162 1
1282332646 163 1
1282333048 164 1
1282385934 165 1
1282396911 166 1
1282398008 167 1
1282602455 168 1
1286656088 169 1
1287489308 170 1
1287520723 171 1
1288362261 172 1
1288364260 173 1
1288775133 174 1
1288784066 175 1
1288823232 176 1
1288823281 177 1
1288824899 178 1
1289296037 179 1
1289299795 180 1
1289302739 181 1
1289304043 182 1
1289304755 183 1
1289305271 184 1
1289305358 185 1
1289310276 186 1
1289310469 187 1
1289315229 188 1
1289315338 189 1
1289316129 190 1
1289318050 191 1
1289322326 192 1
1289340291 193 1
1289344938 194 1
1289345003 195 1
1294308595 196 1
1294310940 197 1
1295871015 198 1
1295883011 199 1
1295883591 200 1
1295950902 201 1
1295952255 202 1
1295969077 203 1
1295970509 204 1
1297430153 205 1
1297440732 206 1
1297441237 207 1
1297441770 208 1
1297442010 209 1
1297445627 210 1
1298906720 211 1
1298935383 212 1
1299542524 213 1
1299879448 214 1
1299882211 215 1
1299884103 216 1
1299885952 217 1
1299889755 218 1
1299921990 219 1
1299922347 220 1
1299922893 221 1
1299945919 222 1
1299947300 223 1
1299947885 224 1
1299949067 225 1
1300523988 226 1
1300637099 227 1
1300658271 228 1
1300893135 229 1
1301613228 230 1
1301646561 231 1
1301646733 232 1
1302041155 233 1
